timestamp,users_holding
"2018-06-04 21:43:56",31769
"2018-06-04 22:43:58",31764
"2018-06-04 23:43:58",31764
"2018-06-05 00:43:58",31764
"2018-06-05 01:43:58",31764
"2018-06-05 02:43:58",31764
"2018-06-05 03:43:57",31764
"2018-06-05 04:43:59",31764
"2018-06-05 05:43:58",31764
"2018-06-05 06:43:58",31764
"2018-06-05 07:43:57",31764
"2018-06-05 08:43:58",31764
"2018-06-05 09:43:58",31764
"2018-06-05 10:43:57",31764
"2018-06-05 11:43:56",31764
"2018-06-05 12:43:56",31766
"2018-06-05 13:44:00",31766
"2018-06-05 14:44:00",31682
"2018-06-05 15:43:58",31666
"2018-06-05 16:43:59",31653
"2018-06-05 17:43:58",31663
"2018-06-05 18:43:57",31678
"2018-06-05 19:43:59",31673
"2018-06-05 20:43:58",31668
"2018-06-05 21:43:58",31667
"2018-06-05 22:43:58",31666
"2018-06-05 23:43:58",31666
"2018-06-06 00:43:59",31666
"2018-06-06 01:43:58",31666
"2018-06-06 02:43:58",31666
"2018-06-06 03:43:59",31666
"2018-06-06 04:43:58",31666
"2018-06-06 05:43:58",31666
"2018-06-06 06:43:58",31666
"2018-06-06 07:43:57",31666
"2018-06-06 08:43:58",31666
"2018-06-06 09:43:58",31666
"2018-06-06 10:43:57",31666
"2018-06-06 11:43:57",31666
"2018-06-06 12:43:58",31666
"2018-06-06 13:43:59",31668
"2018-06-06 14:43:58",31625
"2018-06-06 15:43:59",31610
"2018-06-06 16:43:59",31615
"2018-06-06 17:43:58",31605
"2018-06-06 18:43:59",31599
"2018-06-06 19:43:58",31586
"2018-06-06 20:43:57",31594
"2018-06-06 21:43:59",31594
"2018-06-06 22:44:00",31595
"2018-06-06 23:44:01",31595
"2018-06-07 00:44:01",31595
"2018-06-07 01:44:01",31595
"2018-06-07 02:44:02",31595
"2018-06-07 03:44:01",31595
"2018-06-07 04:44:01",31595
"2018-06-07 05:44:02",31595
"2018-06-07 06:44:01",31595
"2018-06-07 07:44:01",31595
"2018-06-07 08:44:01",31595
"2018-06-07 09:44:01",31595
"2018-06-07 10:44:01",31595
"2018-06-07 11:44:01",31595
"2018-06-07 12:44:01",31595
"2018-06-07 13:44:01",31591
"2018-06-07 14:44:02",31524
"2018-06-07 15:44:01",31458
"2018-06-07 16:44:02",31414
"2018-06-07 17:44:02",31402
"2018-06-07 18:44:01",31381
"2018-06-07 19:44:02",31369
"2018-06-07 20:44:02",31364
"2018-06-07 21:44:01",31364
