Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2015-12-17,NYSE (DN),183291819,60523739,73962610,317778168,5777735238.789899,2622820841.063294,2979627260.039601,11380183339.892794,672276,164211,303794,1140281
2015-12-17,NASDAQ (DQ),1383456396,611927770,654699266,2650083432,39738358306.212647,30394309388.778276,22314361079.853002,92447028774.843925,4721925,1101498,2135685,7959108
2015-12-17,EDGA (J),115353222,64201928,48830569,228385719,3333212358.279492,2725402753.050606,1714294189.785000,7772909301.115098,974734,285221,417293,1677248
2015-12-17,EDGX (K),261967765,150193238,193779634,605940637,7766302988.831146,8024347579.941205,6842281079.381924,22632931648.154275,1775869,586684,1202673,3565226
2015-12-17,CHX (M),15951617,25402832,5930634,47285083,534138291.198500,2223206571.580000,310595027.421200,3067939890.199700,580,8053,2192,10825
2015-12-17,NYSE (N),960098966,0,0,960098966,32318559178.364892,0.000000,0.000000,32318559178.364892,3358724,0,0,3358724
2015-12-17,NYSE Arca (P),302115678,396123551,195801483,894040712,10447534029.161764,22498836952.775092,8428553436.542799,41374924418.479655,2211342,1097693,1498877,4807912
2015-12-17,NASDAQ (Q),550080575,186225449,454164245,1190470269,21663455424.561528,11742813774.513427,19484391001.732419,52890660200.807374,4819052,776701,3018620,8614373
2015-12-17,NASDAQ PSX (X),32155951,20761183,20123840,73040974,1069816640.692199,1100430390.334799,844509733.638600,3014756764.665598,258345,86129,153697,498171
2015-12-17,BATS BYX (Y),181497113,88796341,80655397,350948851,5108517996.989216,3575371976.491598,2771383241.492803,11455273214.973617,1537927,404790,712659,2655376
2015-12-17,BATS BZX (Z),255562453,147313429,124543764,527419646,8349590516.582577,9643393291.667286,5179311081.686477,23172294889.936340,2123897,609204,1069038,3802139
2015-12-16,NYSE MKT (A),0,9597529,4122332,13719861,0.000000,82655076.022800,111277162.687000,193932238.709800,0,26954,24489,51443
2015-12-16,NASDAQ BX (B),90547440,50637710,44059532,185244682,3120856283.101711,2350500244.377303,1782709095.285504,7254065622.764518,836481,237391,424289,1498161
2015-12-16,NYSE (DN),183672676,61490757,77040943,322204376,6024273094.049414,2834990232.269201,3175278016.523520,12034541342.842135,677854,170561,298766,1147181
2015-12-16,NASDAQ (DQ),1391147789,611629706,671301675,2674079170,41708518531.212706,32241593632.236717,23867688382.802581,97817800546.252004,4539665,1176536,2183510,7899711
2015-12-16,EDGA (J),118827347,77544315,52499082,248870744,3386665104.944710,3485515031.377290,1677026533.238979,8549206669.560979,990200,373275,444690,1808165
2015-12-16,EDGX (K),305100930,178846927,215052758,699000615,9179011092.169964,9157774244.366838,7654714525.990056,25991499862.526858,1997612,684863,1347254,4029729
2015-12-16,CHX (M),21796205,23176624,7702729,52675558,649523239.427300,2553480352.300000,667875778.281000,3870879370.008300,1042,11989,2677,15708
2015-12-16,NYSE (N),1003063911,0,0,1003063911,33353724839.404915,0.000000,0.000000,33353724839.404915,3717055,0,0,3717055
2015-12-16,NYSE Arca (P),349510903,433314437,228016398,1010841738,12038768357.127596,24655297826.417881,9550043734.047188,46244109917.592665,2530914,1292746,1698934,5522594
2015-12-16,NASDAQ (Q),628105325,226779192,473541718,1328426235,24628367921.013527,14068133465.243212,20537509212.936366,59234010599.193105,5407071,966768,3302307,9676146
2015-12-16,NASDAQ PSX (X),40170740,26224641,24205618,90600999,1267988775.202501,1391165838.681801,938332656.651398,3597487270.535700,312759,113334,180409,606502
2015-12-16,BATS BYX (Y),185761981,105660046,84534826,375956853,5363292739.479782,4183906632.201191,2864224639.333319,12411424011.014292,1589994,485518,772307,2847819
2015-12-16,BATS BZX (Z),293029661,176185276,142397871,611612808,9542149422.219029,11222519246.564870,5878643392.633365,26643312061.417264,2384961,753052,1225990,4364003
